Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,4d38c179e4336d93de1ce457de9d6b0c9c5a969d,implementation,Magic number,search,53,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/4d38c179e4336d93de1ce457de9d6b0c9c5a969d/src/critics/dual_critic_service.py,Magic number 3 used in search.
OpenAI_Codex,DannyMac180,meta-agent,ff25915efa56a11e3c255bd2f6f22e59d8ee7c87,implementation,Long identifier,test_template_metadata_compat_flags,59,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/ff25915efa56a11e3c255bd2f6f22e59d8ee7c87/tests/test_template_schema.py,Identifier'test_template_metadata_compat_flags' exceeds the maximum length of 30 characters.
Devin,crewAIInc,crewAI-tools,13e5e704a1e8b666484772548846187b96a5b7c2,design,Multifaceted abstraction,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI-tools/13e5e704a1e8b666484772548846187b96a5b7c2/tests/file_read_tool_test.py,"Class 'file_read_tool_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,f17c31d3372501bc22381cbc9fc1d60457b76a4c,implementation,Long statement,_validate_patch,101,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/f17c31d3372501bc22381cbc9fc1d60457b76a4c/src/simulation/mats_ops.py,A line with 125 chars in _validate_patch exceeds the maximum length of 120 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,f17c31d3372501bc22381cbc9fc1d60457b76a4c,implementation,Long statement,_validate_patch,107,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/f17c31d3372501bc22381cbc9fc1d60457b76a4c/src/simulation/mats_ops.py,A line with 130 chars in _validate_patch exceeds the maximum length of 120 characters.
Copilot,microsoft,autogen,4142e90445b4b22982f503796ec90e48de9d375b,design,Multifaceted abstraction,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/microsoft$autogen/4142e90445b4b22982f503796ec90e48de9d375b/python/packages/autogen-agentchat/tests/test_optimize.py,"Class 'test_optimize' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Cursor,WorkflowAI,WorkflowAI,1b8ddfafa1e99e8024b27c263ab54631b4a29b67,implementation,Long statement,_generate_detailed_error_message,41,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/WorkflowAI$WorkflowAI/1b8ddfafa1e99e8024b27c263ab54631b4a29b67/api/core/utils/detailed_schema_validation.py,A line with 298 chars in _generate_detailed_error_message exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,ce38a3d70ef8e31943384dd5b9c1cdbc6e77ba7a,implementation,Long identifier,test_kickoff_async_context_length_error_handling,1537,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/ce38a3d70ef8e31943384dd5b9c1cdbc6e77ba7a/tests/crew_test.py,Identifier'test_kickoff_async_context_length_error_handling' exceeds the maximum length of 30 characters.
Devin,ag2ai,build-with-ag2,7f5355c5334389ac1bdddf708f6d0d416a3d81aa,implementation,Magic number,initialize_agents,27,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/ag2ai$build-with-ag2/7f5355c5334389ac1bdddf708f6d0d416a3d81aa/italy-travel-planner/main.py,Magic number 120 used in initialize_agents.
OpenAI_Codex,ikamensh,flynt,1edc3c0b904dcac767c180577615b9ebfc507d4e,implementation,Magic number,test_percent_dict_fmt_extra_aggressive,412,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/ikamensh$flynt/1edc3c0b904dcac767c180577615b9ebfc507d4e/test/test_edits.py,Magic number 2 used in test_percent_dict_fmt_extra_aggressive.
Devin,crewAIInc,crewAI,4434481f039a9397f59f377890ecabf741ab3772,implementation,Long identifier,test_chromadb_import_in_configure_embedder,30,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/4434481f039a9397f59f377890ecabf741ab3772/tests/utilities/test_embedding_configurator.py,Identifier'test_chromadb_import_in_configure_embedder' exceeds the maximum length of 30 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,81a4dad1c38c0520d872aeb35a89784ca88496df,implementation,Long identifier,test_download_with_retry_auth_message,44,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/81a4dad1c38c0520d872aeb35a89784ca88496df/tests/test_fetch_assets.py,Identifier'test_download_with_retry_auth_message' exceeds the maximum length of 30 characters.
Copilot,port-labs,ocean,7d63df6268c7d3e4f1edbcd2d74333f012080496,implementation,Magic number,test_get_team_members_with_recursive_expansion,586,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/port-labs$ocean/7d63df6268c7d3e4f1edbcd2d74333f012080496/integrations/azure-devops/tests/azure_devops/client/test_azure_devops_client.py,Magic number 2 used in test_get_team_members_with_recursive_expansion.
Copilot,port-labs,ocean,7d63df6268c7d3e4f1edbcd2d74333f012080496,implementation,Magic number,test_get_team_members_with_recursive_expansion,593,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/port-labs$ocean/7d63df6268c7d3e4f1edbcd2d74333f012080496/integrations/azure-devops/tests/azure_devops/client/test_azure_devops_client.py,Magic number 3 used in test_get_team_members_with_recursive_expansion.
Devin,crewAIInc,crewAI,649414805d6511ff80959a35776395d7b895664c,implementation,Long identifier,test_memory_reset_with_missing_ollama_url,51,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/649414805d6511ff80959a35776395d7b895664c/tests/memory/test_memory_reset.py,Identifier'test_memory_reset_with_missing_ollama_url' exceeds the maximum length of 30 characters.
Copilot,Azure,azure-sdk-for-python,99a3e924dcc8a4841564e508045526c659017ff1,implementation,Long method,list,397 - 494,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure$azure-sdk-for-python/99a3e924dcc8a4841564e508045526c659017ff1/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2022_10_01_preview/operations/_registries_operations.py,Method 'list' is too long (73 lines).
OpenAI_Codex,stanford-crfm,levanter,350ccae22d6c066245439f3af8d62703e4fcb45d,implementation,Long statement,run_remote_fn,456,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/stanford-crfm$levanter/350ccae22d6c066245439f3af8d62703e4fcb45d/src/levanter/infra/ray_tpu.py,A line with 249 chars in run_remote_fn exceeds the maximum length of 120 characters.
Copilot,Azure,azure-sdk-for-python,99a3e924dcc8a4841564e508045526c659017ff1,implementation,Long method,list_by_resource_group,181 - 279,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure$azure-sdk-for-python/99a3e924dcc8a4841564e508045526c659017ff1/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2023_06_01_preview/aio/operations/_workspaces_operations.py,Method 'list_by_resource_group' is too long (73 lines).
Copilot,port-labs,ocean,7d63df6268c7d3e4f1edbcd2d74333f012080496,implementation,Long statement,test_enrich_teams_with_members_recursive_expansion,651,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/port-labs$ocean/7d63df6268c7d3e4f1edbcd2d74333f012080496/integrations/azure-devops/tests/azure_devops/client/test_azure_devops_client.py,A line with 181 chars in test_enrich_teams_with_members_recursive_expansion exceeds the maximum length of 120 characters.
OpenAI_Codex,mochilang,mochi,347605c35b7e2d6e7a3e4ae2556b4d7b43f23726,implementation,Complex conditional,visit_Module,269,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/mochilang$mochi/347605c35b7e2d6e7a3e4ae2556b4d7b43f23726/tools/py2mochi/py2mochi.py,"A conditional in visit_Module has 4 conditions, more than the recommended maximum 3 conditions."
Devin,reflex-dev,reflex-web,77bc4e5546a1a7948bab1c4301a81ed0df6ca74a,implementation,Long identifier,convert_url_path_to_github_path,57,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/reflex-dev$reflex-web/77bc4e5546a1a7948bab1c4301a81ed0df6ca74a/pcweb/utils/url_mapping.py,Identifier'convert_url_path_to_github_path' exceeds the maximum length of 30 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,0cfad47e4bc3833d88c6d8695b87382b61e029ee,design,Deficient encapsulation,,12,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/0cfad47e4bc3833d88c6d8695b87382b61e029ee/tests/test_base_helpers.py,Class 'TestPromMetrics' accesses non-public code elements _prom_metrics from test_prom_metrics_none
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,0cfad47e4bc3833d88c6d8695b87382b61e029ee,design,Deficient encapsulation,,47,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/0cfad47e4bc3833d88c6d8695b87382b61e029ee/tests/test_base_helpers.py,Class 'TestKafkaProducer' accesses non-public code elements _kafka_producer from test_no_broker
Claude_Code,graphistry,pygraphistry,a1141d950f4c0fcf028dfd591cb189e03d38e233,implementation,Long identifier,test_execution_context_stores_cudf,21,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Claude_Code/graphistry$pygraphistry/a1141d950f4c0fcf028dfd591cb189e03d38e233/graphistry/tests/compute/test_chain_let_gpu.py,Identifier'test_execution_context_stores_cudf' exceeds the maximum length of 30 characters.
OpenAI_Codex,julep-ai,julep,8f1623d7813fb86398a3a8923f1338fc5c65cd3c,implementation,Magic number,test_query_list_entries_sql_invalid_sort_direction,144,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/julep-ai$julep/8f1623d7813fb86398a3a8923f1338fc5c65cd3c/agents-api/tests/test_entry_queries.py,Magic number 400 used in test_query_list_entries_sql_invalid_sort_direction.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,0b920402b22f6112dc59fe704f2ae4ea075e5e33,implementation,Magic number,serve_lineage,316,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/0b920402b22f6112dc59fe704f2ae4ea075e5e33/alpha_factory_v1/demos/meta_agentic_agi/agents/agent_base.py,Magic number 8000 used in serve_lineage.
Devin,airbytehq,airbyte,133f35d23f9cb957fdcf957756903729ea881842,implementation,Magic number,test_certificate_cleanup_on_error,144,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/airbytehq$airbyte/133f35d23f9cb957fdcf957756903729ea881842/airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py,Magic number 789 used in test_certificate_cleanup_on_error.
Copilot,streamlit,streamlit,cb3c23df58aa7d648752f766a91be48d13f6baaa,implementation,Long identifier,test_build_query_string_special_chars,102,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/streamlit$streamlit/cb3c23df58aa7d648752f766a91be48d13f6baaa/lib/tests/streamlit/url_util_query_params_test.py,Identifier'test_build_query_string_special_chars' exceeds the maximum length of 30 characters.
Devin,crewAIInc,crewAI,583e6584eb46fe26a4fa5e540cb64de899eef6ba,implementation,Long statement,test_agent_with_ollama_llama3,1458,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/583e6584eb46fe26a4fa5e540cb64de899eef6ba/tests/agent_test.py,A line with 149 chars in test_agent_with_ollama_llama3 exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,e1ed85d7bdb5823c52ca5a26398023395492b0dd,implementation,Long statement,test_agent_with_ollama_llama3,1456,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/e1ed85d7bdb5823c52ca5a26398023395492b0dd/tests/agent_test.py,A line with 149 chars in test_agent_with_ollama_llama3 exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,625a807d29b1ebf6be4a2c84bffb1bf3ecf9e9a0,implementation,Complex conditional,execute_task,327,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/625a807d29b1ebf6be4a2c84bffb1bf3ecf9e9a0/src/crewai/agent.py,"A conditional in execute_task has 4 conditions, more than the recommended maximum 3 conditions."
Copilot,AliAkhtari78,SpotifyScraper,aec7fb1899808ed14104db4aba1751e9995054da,implementation,Long identifier,test_client_get_track_info_album_field_mcp,108,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/AliAkhtari78$SpotifyScraper/aec7fb1899808ed14104db4aba1751e9995054da/tests/unit/test_track_album_mcp.py,Identifier'test_client_get_track_info_album_field_mcp' exceeds the maximum length of 30 characters.
Copilot,vespa-engine,pyvespa,4800e94ed3e30daae888feadb31bdc41780b87cf,implementation,Long identifier,test_struct_field_complex_indexing_statement,1997,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/vespa-engine$pyvespa/4800e94ed3e30daae888feadb31bdc41780b87cf/tests/unit/test_package.py,Identifier'test_struct_field_complex_indexing_statement' exceeds the maximum length of 30 characters.
Cursor,WorkflowAI,WorkflowAI,07de096f84f8af434840007e59b79c44304864d7,implementation,Long identifier,test_sort_by_last_active_at_multiple_schemas,68,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/WorkflowAI$WorkflowAI/07de096f84f8af434840007e59b79c44304864d7/api/api/routers/mcp/_utils/agent_sorting_test.py,Identifier'test_sort_by_last_active_at_multiple_schemas' exceeds the maximum length of 30 characters.
Devin,plastic-labs,honcho,7a27495e8ba2b893265c22310d38ab48c38cb43c,implementation,Long identifier,test_get_session_context_not_found,278,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/plastic-labs$honcho/7a27495e8ba2b893265c22310d38ab48c38cb43c/tests/routes/test_session_context.py,Identifier'test_get_session_context_not_found' exceeds the maximum length of 30 characters.
OpenAI_Codex,python-cachier,cachier,53c1e325b3c27c2066ebfc75ac6238f551bf7ea8,implementation,Long statement,set_entry,252,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/python-cachier$cachier/53c1e325b3c27c2066ebfc75ac6238f551bf7ea8/src/cachier/cores/pickle.py,A line with 126 chars in set_entry exceeds the maximum length of 120 characters.
OpenAI_Codex,mangiucugna,json_repair,d762fa93fdd7e440adceaf2a547c94b7eed21b54,design,Insufficient modularization,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/mangiucugna$json_repair/d762fa93fdd7e440adceaf2a547c94b7eed21b54/tests/test_json_repair.py,"Module 'test_json_repair' is insufficiently modularized with NOPM: 22, WMC: 22, NOM: 22."
OpenAI_Codex,DannyMac180,meta-agent,7d71636f0f70c2b29213551796f7017989e4e930,design,Feature envy,,24,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/7d71636f0f70c2b29213551796f7017989e4e930/tests/unit/test_telemetry_client.py,Function 'test_send_http_error' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,7d71636f0f70c2b29213551796f7017989e4e930,design,Feature envy,,40,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/7d71636f0f70c2b29213551796f7017989e4e930/tests/unit/test_telemetry_client.py,Function 'test_attach_runner' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,e21ca5985047a74bfad50a87c9590c8b58e83667,design,Feature envy,,30,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/e21ca5985047a74bfad50a87c9590c8b58e83667/tests/unit/test_telemetry_client.py,Function 'test_send_http_error' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,e21ca5985047a74bfad50a87c9590c8b58e83667,design,Feature envy,,45,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/e21ca5985047a74bfad50a87c9590c8b58e83667/tests/unit/test_telemetry_client.py,Function 'test_attach_runner' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,bf91d6f638d879244c4b5796cae495fec42cb517,design,Feature envy,,9,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/bf91d6f638d879244c4b5796cae495fec42cb517/tests/unit/test_telemetry_client.py,Function 'test_send_success' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,bf91d6f638d879244c4b5796cae495fec42cb517,design,Feature envy,,25,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/bf91d6f638d879244c4b5796cae495fec42cb517/tests/unit/test_telemetry_client.py,Function 'test_send_http_error' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,bf91d6f638d879244c4b5796cae495fec42cb517,design,Feature envy,,41,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/bf91d6f638d879244c4b5796cae495fec42cb517/tests/unit/test_telemetry_client.py,Function 'test_attach_runner' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,bf91d6f638d879244c4b5796cae495fec42cb517,design,Feature envy,,62,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/bf91d6f638d879244c4b5796cae495fec42cb517/tests/unit/test_telemetry_client.py,Function 'test_send_retry_success' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,bf91d6f638d879244c4b5796cae495fec42cb517,design,Feature envy,,89,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/bf91d6f638d879244c4b5796cae495fec42cb517/tests/unit/test_telemetry_client.py,Function 'test_send_retry_failure' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,ed08fb0cfd1d7b5ba966ba479cfab87648d9c704,design,Feature envy,,27,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/ed08fb0cfd1d7b5ba966ba479cfab87648d9c704/tests/unit/test_telemetry_client.py,Function 'test_send_http_error' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,DannyMac180,meta-agent,ed08fb0cfd1d7b5ba966ba479cfab87648d9c704,design,Feature envy,,42,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/ed08fb0cfd1d7b5ba966ba479cfab87648d9c704/tests/unit/test_telemetry_client.py,Function 'test_attach_runner' in module 'test_telemetry_client' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `telemetry_client`.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,bff57aacd3667f6157a2daf43a2183c7dda35e78,implementation,Long statement,test_patcher_cli_offline,17,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/bff57aacd3667f6157a2daf43a2183c7dda35e78/tests/test_patcher_core_cli_offline.py,A line with 121 chars in test_patcher_cli_offline exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,b3be8a65887ac8cac47ec2fea7407afae6edbb27,implementation,Long statement,test_basetool_class_inheritance,66,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/b3be8a65887ac8cac47ec2fea7407afae6edbb27/tests/test_custom_tools.py,A line with 144 chars in test_basetool_class_inheritance exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,6fb4438e52677bd5d50fe4389126deced3e240f3,implementation,Long identifier,test_hierarchical_process_delegation_result,11,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/6fb4438e52677bd5d50fe4389126deced3e240f3/tests/test_hierarchical_issue_fix.py,Identifier'test_hierarchical_process_delegation_result' exceeds the maximum length of 30 characters.
Devin,disler,single-file-agents,0913943617ddb6919350e13b09612d5da1c34b5f,implementation,Long statement,replace_in_file,20,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/disler$single-file-agents/0913943617ddb6919350e13b09612d5da1c34b5f/example-agent-codebase-arch/atomic-composable-architecture/atom/file_operations/replace.py,A line with 259 chars in replace_in_file exceeds the maximum length of 120 characters.
OpenAI_Codex,stanford-crfm,haliax,2b0c79c2ad4d1315df3b3b774ba41a62add1d6a4,implementation,Long statement,visualize_shardings,163,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/stanford-crfm$haliax/2b0c79c2ad4d1315df3b3b774ba41a62add1d6a4/src/haliax/debug.py,A line with 289 chars in visualize_shardings exceeds the maximum length of 120 characters.
Copilot,Ljzd-PRO,KToolBox,6c5e755d36a9745d13b78a0f3ceeb30274100a58,implementation,Long statement,search_posts,125,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Ljzd-PRO$KToolBox/6c5e755d36a9745d13b78a0f3ceeb30274100a58/ktoolbox/cli.py,A line with 229 chars in search_posts exceeds the maximum length of 120 characters.
OpenAI_Codex,julep-ai,julep,8f1623d7813fb86398a3a8923f1338fc5c65cd3c,implementation,Long identifier,test_task_validation_python_expression_validator_detects_unsafe_dunder_attributes,42,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/julep-ai$julep/8f1623d7813fb86398a3a8923f1338fc5c65cd3c/agents-api/tests/test_task_validation.py,Identifier'test_task_validation_python_expression_validator_detects_unsafe_dunder_attributes' exceeds the maximum length of 30 characters.
Copilot,Azure,azure-sdk-for-python,99a3e924dcc8a4841564e508045526c659017ff1,implementation,Long method,list,77 - 170,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure$azure-sdk-for-python/99a3e924dcc8a4841564e508045526c659017ff1/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2022_05_01/aio/operations/_code_containers_operations.py,Method 'list' is too long (68 lines).
Devin,crewAIInc,crewAI,3cd55459b9eacdde49002d2b91e320bbc2a5c020,implementation,Long identifier,test_flow_initial_state_get_field,83,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/3cd55459b9eacdde49002d2b91e320bbc2a5c020/tests/test_flow_initial_state_fix.py,Identifier'test_flow_initial_state_get_field' exceeds the maximum length of 30 characters.
Copilot,jeroenterheerdt,HAsmartirrigation,9295ab84b23a6532a597b9b26bacd8589086f7c6,design,Deficient encapsulation,,48,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/jeroenterheerdt$HAsmartirrigation/9295ab84b23a6532a597b9b26bacd8589086f7c6/test_latitude_error.py,Module 'test_latitude_error' accesses non-public code elements _generate_monthly_climate_data from test_latitude_error
OpenAI_Codex,3rdIteration,btcrecover,bfaba89983547f7546b750c9377637006f1deb2c,implementation,Long statement,test_insert_missing_word,1915,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/3rdIteration$btcrecover/bfaba89983547f7546b750c9377637006f1deb2c/btcrecover/test/test_seeds.py,A line with 146 chars in test_insert_missing_word exceeds the maximum length of 120 characters.
OpenAI_Codex,Skyvern-AI,skyvern,1ffff0fa1019b3db43f15c8472c36dfe5dfafee9,implementation,Complex method,list_workflows,15 - 46,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/Skyvern-AI$skyvern/1ffff0fa1019b3db43f15c8472c36dfe5dfafee9/skyvern/cli/workflows_commands.py,"Method 'list_workflows' has a cyclomatic complexity of 7, exceeding the max of 6."
OpenAI_Codex,BerriAI,litellm,dc3861c7d0e6ce8a95535a4945653bbdf1fed4ad,implementation,Long identifier,,99,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/BerriAI$litellm/dc3861c7d0e6ce8a95535a4945653bbdf1fed4ad/litellm/types/integrations/prometheus.py,Identifier'litellm_api_key_max_budget_metric' exceeds the maximum length of 30 characters.
OpenAI_Codex,BerriAI,litellm,dc3861c7d0e6ce8a95535a4945653bbdf1fed4ad,implementation,Long identifier,,99,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/BerriAI$litellm/dc3861c7d0e6ce8a95535a4945653bbdf1fed4ad/litellm/types/integrations/prometheus.py,Identifier'litellm_api_key_budget_remaining_hours_metric' exceeds the maximum length of 30 characters.
Copilot,Azure-Samples,openai-chat-vision-quickstart,a9fe7eff2f85b7d373b7d7ab39eebc32e820c657,implementation,Complex method,configure_openai,19 - 68,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure-Samples$openai-chat-vision-quickstart/a9fe7eff2f85b7d373b7d7ab39eebc32e820c657/src/quartapp/chat.py,"Method 'configure_openai' has a cyclomatic complexity of 7, exceeding the max of 6."
Claude_Code,graphistry,pygraphistry,6b88c9a4eb09efdcea37d8b476340cb58fb9b7b0,design,Multifaceted abstraction,,12,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Claude_Code/graphistry$pygraphistry/6b88c9a4eb09efdcea37d8b476340cb58fb9b7b0/graphistry/tests/compute/test_call_schema_validation.py,"Class 'TestCallSchemaValidation' has a high LCOM value of 1, indicating it may have multiple responsibilities."
